"time","channel","station","value","g1","g2","g3","g4","g5","g6"
"96","North","BK.CMB",-2.16605811845507e-08,-2.68866852043319e-09,-4.07602698112332e-09,9.79517454567089e-10,-4.38865748225933e-09,-4.05838372605273e-09,-7.14996973131543e-09
"97","North","BK.CMB",-6.61146428979979e-08,9.45112335729781e-10,-6.04801423573462e-09,1.60275891430253e-09,-4.93811237600927e-09,-4.0727380538888e-09,-6.89388868556057e-09
"98","North","BK.CMB",-1.05543487297719e-07,4.34260463525577e-09,-7.4010334766723e-09,2.02655349124073e-09,-5.22673194074828e-09,-3.70224822851406e-09,-5.94406493055182e-09
"99","North","BK.CMB",-1.36474993038948e-07,7.14894618223712e-09,-8.04588195472628e-09,2.24292995760356e-09,-5.31014565475589e-09,-3.00250420272488e-09,-4.44432174938683e-09
"100","North","BK.CMB",-1.62323825166211e-07,9.09885957971843e-09,-7.96549322898769e-09,2.26211423311172e-09,-5.24875560901751e-09,-2.05409380105687e-09,-2.57505306292303e-09
"101","North","BK.CMB",-1.83665933708522e-07,1.00323030505242e-08,-7.2098115844455e-09,2.10980308826282e-09,-5.10175194139865e-09,-9.53288380670774e-10,-5.33921621764844e-10
"102","North","BK.CMB",-1.94088075226915e-07,9.8991886031302e-09,-5.88523297340261e-09,1.82342946310443e-09,-4.92198458640759e-09,1.97732081480042e-10,1.48318452362339e-09
"103","North","BK.CMB",-1.8988943570071e-07,8.75384262753027e-09,-4.14003026773795e-09,1.44774281154008e-09,-4.75197850610405e-09,1.3003381371157e-09,3.299350910949e-09
"104","North","BK.CMB",-1.72439757213885e-07,6.74070650576535e-09,-2.1473956449605e-09,1.03008080195785e-09,-4.62126153791297e-09,2.26784777244255e-09,4.77063298847572e-09
"105","North","BK.CMB",-1.45948159445194e-07,4.07338004530899e-09,-8.78276859125783e-11,6.15786457488502e-10,-4.54510855529583e-09,3.03214512700068e-09,5.79585076620669e-09
"106","North","BK.CMB",-1.14337542697168e-07,1.00947435850833e-09,1.8674699192469e-09,2.44254075142807e-10,-4.52474671766789e-09,3.54798296242509e-09,6.32162467094306e-09
"107","North","BK.CMB",-8.26620815509978e-08,-2.17613627729916e-09,3.5707559308323e-09,-5.40030362866419e-11,-4.54894946760834e-09,3.79476108956213e-09,6.34259028938051e-09
"108","North","BK.CMB",-5.03247016346461e-08,-5.21716081471079e-09,4.90844876200506e-09,-2.59072093176552e-10,-4.59677274613478e-09,3.77591750521043e-09,5.89725847671678e-09
"109","North","BK.CMB",-1.84933547731082e-08,-7.87861678491958e-09,5.80776911869223e-09,-3.62184322641721e-10,-4.6410223388943e-09,3.51631896799891e-09,5.06042456293045e-09
"110","North","BK.CMB",6.97063698189043e-09,-9.97468290061325e-09,6.23918630639121e-09,-3.65269420236226e-10,-4.65196440265396e-09,3.05815232882269e-09,3.9332395210857e-09
"111","North","BK.CMB",1.83113981444195e-08,-1.13805366593142e-08,6.21489694349719e-09,-2.797316293559e-10,-4.60084197839706e-09,2.45580436722829e-09,2.63205441473469e-09
"112","North","BK.CMB",1.8620009134908e-08,-1.20377129922537e-08,5.78384607805924e-09,-1.24597257297264e-10,-4.46290696199457e-09,1.77017184543745e-09,1.27703251479523e-09
"113","North","BK.CMB",2.51842153814226e-08,-1.19531672159053e-08,5.02401104555415e-09,7.58601033850232e-11,-4.21983029571659e-09,1.06284347701731e-09,-1.85937823368499e-11
"114","North","BK.CMB",4.41231405185574e-08,-1.11927636353537e-08,4.03283535560339e-09,2.94864103820052e-10,-3.86143036386017e-09,3.90646925080095e-10,-1.1578019334684e-09
"115","North","BK.CMB",6.88399316480464e-08,-9.87030813092458e-09,2.91681968531809e-09,5.05981922601141e-10,-3.38665417168240e-09,-1.98905672611373e-10,-2.06682159851858e-09
"116","North","BK.CMB",8.93600520875524e-08,-8.13349058584093e-09,1.78130493069549e-09,6.85712476141604e-10,-2.80372473989243e-09,-6.70815695365746e-10,-2.69934009303285e-09
"117","North","BK.CMB",9.78432101168948e-08,-6.14822055072348e-09,7.21385185139876e-10,8.15479668716509e-10,-2.12940482182696e-09,-1.00421388193461e-09,-3.03765737235761e-09
"118","North","BK.CMB",9.52464460508148e-08,-4.08285114196302e-09,-1.85320556007909e-10,8.82842460386497e-10,-1.38744040115803e-09,-1.19247004693157e-09,-3.09106008226586e-09
"119","North","BK.CMB",8.93931368870996e-08,-2.09368538797537e-09,-8.83589537766648e-10,8.81932388173321e-10,-6.06396053887177e-10,-1.2420965932153e-09,-2.89204848052037e-09
"120","North","BK.CMB",8.62245769060403e-08,-3.12943995415787e-10,-1.34305174902674e-09,8.13281390350295e-10,1.82790167627041e-10,-1.17079711240607e-09,-2.49114404678949e-09
"121","North","BK.CMB",8.48421115627374e-08,1.15994449006639e-09,-1.55826230950567e-09,6.83236746161693e-10,9.49190654039625e-10,-1.00490432102921e-09,-1.95085448239051e-09
"122","North","BK.CMB",7.87600746562817e-08,2.26327140892267e-09,-1.54662905731849e-09,5.03081782822396e-10,1.66397799938297e-09,-7.76336989561206e-10,-1.33920197055303e-09
"123","North","BK.CMB",6.44449702849609e-08,2.9741556507623e-09,-1.34453961293096e-09,2.8787697630279e-10,2.30214426696753e-09,-5.19226710209337e-10,-7.23216379242175e-10
"124","North","BK.CMB",4.7291086441304e-08,3.30615813479036e-09,-1.0021298561113e-09,5.49855896098373e-11,2.84386868862786e-09,-2.66486767365692e-10,-1.62911454499459e-10
"125","North","BK.CMB",3.39289351718968e-08,3.30399679290648e-09,-5.77243785304693e-10,-1.77685547926142e-10,3.27554018053203e-09,-4.67098219164779e-11,2.93651927028881e-10
"126","North","BK.CMB",2.11818422601645e-08,3.03611160916579e-09,-1.29225671016774e-10,-3.93513104418081e-10,3.59034898896927e-09,1.18186931697164e-10,6.1365878068457e-10
"127","North","BK.CMB",5.2600925560435e-09,2.58589812419627e-09,2.86797788294259e-10,-5.78687242432471e-10,3.78828847477315e-09,2.14277045247303e-10,7.80885779616254e-10
"128","North","BK.CMB",-1.22143277369596e-08,2.04245746069217e-09,6.24594204360794e-10,-7.23143890552562e-10,3.87546382554497e-09,2.35901010677141e-10,7.95224247713518e-10
"129","North","BK.CMB",-2.53606534932307e-08,1.49171307157049e-09,8.50127632011853e-10,-8.20848868997795e-10,3.86279339286887e-09,1.85195672610947e-10,6.70869860230385e-10
"130","North","BK.CMB",-2.74914611335877e-08,1.00869037748651e-09,9.43400140326878e-10,-8.69636684463667e-10,3.7643962003696e-09,7.12180994079121e-11,4.33714576496389e-10
"131","North","BK.CMB",-1.85044731994847e-08,6.51605846547457e-10,8.9892545484079e-10,-8.70894700094662e-10,3.59603535912927e-09,-9.12224488718162e-11,1.18222752334072e-10
"132","North","BK.CMB",-4.78411455011897e-09,4.58158978096601e-10,7.24989738716609e-10,-8.29265240660233e-10,3.3738635621982e-09,-2.83144311544298e-10,-2.36174346880425e-10
"133","North","BK.CMB",7.56248304699152e-09,4.44120644139897e-10,4.41839488490574e-10,-7.52301870812023e-10,3.11348148657656e-09,-4.83478060020391e-10,-5.89111159466562e-10
"134","North","BK.CMB",1.61271830727798e-08,6.04046530782778e-10,7.89341548473366e-11,-6.49831099848902e-10,2.82914409107282e-09,-6.71492303996894e-10,-9.03431429333131e-10
"135","North","BK.CMB",2.09253566136878e-08,9.1377579331078e-10,-3.28519707462254e-10,-5.32828333204883e-10,2.53296184191097e-09,-8.29118006100654e-10,-1.14882983177835e-09
"136","North","BK.CMB",2.73350748591925e-08,1.33431694341877e-09,-7.43382691638712e-10,-4.11950824214119e-10,2.2341450353132e-09,-9.42613785627385e-10,-1.30428569323688e-09
"137","North","BK.CMB",3.88711619070496e-08,1.81672475217767e-09,-1.13024232480794e-09,-2.96217754207167e-10,1.93857048191705e-09,-1.00321640052097e-09,-1.35888101555424e-09
"138","North","BK.CMB",5.24281350289581e-08,2.30755172685447e-09,-1.4584353826343e-09,-1.92345534235149e-10,1.64897512518988e-09,-1.00692401219116e-09,-1.31121856037349e-09
"139","North","BK.CMB",6.2448658869762e-08,2.75437659482045e-09,-1.70416614184914e-09,-1.04865582484525e-10,1.36580587463185e-09,-9.54006448700113e-10,-1.16818565776638e-09
"140","North","BK.CMB",6.50033924659609e-08,3.11081946574993e-09,-1.85175168924354e-09,-3.66350877822682e-11,1.0883519643304e-09,-8.48787572675776e-10,-9.43781562112232e-10
"141","North","BK.CMB",5.57180885379548e-08,3.34046839528008e-09,-1.89421014271778e-09,1.09019393243327e-11,8.15586949433882e-10,-6.99679819896844e-10,-6.58111089191143e-10
"142","North","BK.CMB",3.61171104805903e-08,3.41935549286172e-09,-1.83334713233892e-09,3.80619898070151e-11,5.46390546654154e-10,-5.18860764245223e-10,-3.35964689510448e-10
"143","North","BK.CMB",1.29223970690587e-08,3.33698037647173e-09,-1.67924970819795e-09,4.75320396094533e-11,2.79399415999644e-10,-3.20948781123548e-10,-4.32974195651366e-12
"144","North","BK.CMB",-1.12632499276214e-08,3.09618169746985e-09,-1.4489322461708e-09,4.43629698503658e-11,1.31675406496485e-11,-1.20733425465658e-10,3.11045373479887e-10
"145","North","BK.CMB",-3.57334444230615e-08,2.71217582405441e-09,-1.16407178008412e-09,3.4781496079997e-11,-2.52923736559363e-10,6.90360014238694e-11,5.88839579820028e-10
"146","North","BK.CMB",-6.0660664822272e-08,2.21080510602773e-09,-8.48276325510113e-10,2.43673639922256e-11,-5.17443223048892e-10,2.3857106392156e-10,8.13665857817916e-10
"147","North","BK.CMB",-8.63951150617413e-08,1.62582217772852e-09,-5.24671505173902e-10,1.69395909357445e-11,-7.7645348931192e-10,3.80493864871054e-10,9.75670351228215e-10
"148","North","BK.CMB",-1.05728125885324e-07,9.95280215085665e-10,-2.14304989593016e-10,1.48954388237515e-11,-1.02439951635833e-09,4.89070017832052e-10,1.06961268512815e-09
"149","North","BK.CMB",-1.11461787898398e-07,3.57652299868945e-10,6.48328913725018e-11,2.0248715523047e-11,-1.25564312979916e-09,5.60557241019843e-10,1.09493000025381e-09
"150","North","BK.CMB",-1.03915297575181e-07,-2.51482491630384e-10,2.98715583604455e-10,3.49585762176277e-11,-1.46535882700408e-09,5.9445938235721e-10,1.05662365706502e-09
"151","North","BK.CMB",-8.76107336676232e-08,-8.01773070249923e-10,4.78274553040112e-10,6.0090419576378e-11,-1.64932271319363e-09,5.94188565509586e-10,9.65384599726535e-10
"152","North","BK.CMB",-6.46668962822806e-08,-1.26962372218885e-09,6.00063759857075e-10,9.47215810621691e-11,-1.80332617918569e-09,5.66166203650462e-10,8.35905005204231e-10
"153","North","BK.CMB",-3.86341423093698e-08,-1.63924125564268e-09,6.66099360111122e-10,1.35771113281305e-10,-1.92318479110118e-09,5.17956922937718e-10,6.84050637287245e-10
"154","North","BK.CMB",-1.86661325852207e-08,-1.90324934092466e-09,6.82834556547803e-10,1.78990423570499e-10,-2.00553462265222e-09,4.56777967220967e-10,5.2448152696244e-10
"155","North","BK.CMB",-8.8895206514385e-09,-2.06264261164455e-09,6.59702473344443e-10,2.20319420362881e-10,-2.04878759268908e-09,3.89085562714754e-10,3.69652153564842e-10
"156","North","BK.CMB",-5.30002131104844e-09,-2.12588275325977e-09,6.07744307330688e-10,2.56652140835623e-10,-2.05350227789493e-09,3.20873018923908e-10,2.29868164595939e-10
"157","North","BK.CMB",-3.19457058241332e-09,-2.10721145171134e-09,5.38563135758868e-10,2.85726643324279e-10,-2.02195176791962e-09,2.57861871616483e-10,1.13445738523752e-10
"158","North","BK.CMB",-1.34919207044531e-09,-2.02452227142561e-09,4.63511807316137e-10,3.05610041066067e-10,-1.95727285511083e-09,2.05091780935286e-10,2.63227732790639e-11
"159","North","BK.CMB",4.24311243142548e-10,-1.89721145439165e-09,3.92902980188563e-10,3.14451085511596e-10,-1.86278302160089e-09,1.6605632613912e-10,-2.87698906643737e-11
"160","North","BK.CMB",5.39951423622576e-09,-1.74430146917071e-09,3.35159297808254e-10,3.1078805455858e-10,-1.74178323029722e-09,1.41970459495963e-10,-5.2906837395686e-11
"161","North","BK.CMB",1.48090200604712e-08,-1.58293153192074e-09,2.9603962898819e-10,2.94170136744782e-10,-1.59772468440042e-09,1.31709892440754e-10,-5.07033775129445e-11
"162","North","BK.CMB",2.62082049943116e-08,-1.42719054354142e-09,2.78185775223715e-10,2.65597636078993e-10,-1.43437534073936e-09,1.32490657096376e-10,-2.91344047091859e-11
"163","North","BK.CMB",3.68840475789426e-08,-1.28727329788023e-09,2.81155092089295e-10,2.27426733544105e-10,-1.25571137209985e-09,1.40840730739532e-10,3.9913883411151e-12
"164","North","BK.CMB",4.54792263982713e-08,-1.16900305094768e-09,3.0190926359768e-10,1.82773519504427e-10,-1.06554183335134e-09,1.53292477456038e-10,4.11911208309759e-11
"165","North","BK.CMB",5.31785542136932e-08,-1.07379611461077e-09,3.35559749282897e-10,1.34795228218228e-10,-8.67112752603113e-10,1.66562928030606e-10,7.57981072290498e-11
"166","North","BK.CMB",5.92933228091231e-08,-9.99105680813442e-10,3.76133148902384e-10,8.62558377039555e-11,-6.62965838707579e-10,1.77429511633289e-10,1.02012208803327e-10
"167","North","BK.CMB",5.86532830299025e-08,-9.39284261014455e-10,4.17218283101505e-10,3.95006935248936e-11,-4.55143906916324e-10,1.8269006273382e-10,1.14972198454024e-10
"168","North","BK.CMB",4.85819751411781e-08,-8.86702238061052e-10,4.5249790079972e-10,-3.35412035359818e-12,-2.45592370805392e-10,1.79457881597862e-10,1.11148059195664e-10
"169","North","BK.CMB",3.08476750708225e-08,-8.3292103851848e-10,4.76244955551613e-10,-4.03183264743875e-11,-3.6491704541271e-11,1.65729181270734e-10,8.8962504856312e-11
"170","North","BK.CMB",9.58562079986247e-09,-7.69762669415067e-10,4.83831277816413e-10,-6.96837092451415e-11,1.69656431966995e-10,1.4088216184162e-10,4.92332563552684e-11
"171","North","BK.CMB",-1.20152161088166e-08,-6.90199062147661e-10,4.72195196378414e-10,-9.03847834326117e-11,3.70163700702449e-10,1.05749472572291e-10,-4.95587365632123e-12
"172","North","BK.CMB",-3.17149958599351e-08,-5.89048405549853e-10,4.40142632101364e-10,-1.02324738818628e-10,5.62334572379009e-10,6.22105269279343e-11,-6.89877794188713e-11
"173","North","BK.CMB",-4.49315268215794e-08,-4.63485930820374e-10,3.88379061724542e-10,-1.06409556808894e-10,7.43519270397743e-10,1.26111564041955e-11,-1.37689001809855e-10
"174","North","BK.CMB",-4.61131587080198e-08,-3.1335543744386e-10,3.19267688002242e-10,-1.04223227952902e-10,9.11002649225432e-10,-4.06183918864238e-11,-2.06096883840613e-10
"175","North","BK.CMB",-3.79038716777588e-08,-1.41233122198753e-10,2.36414306377326e-10,-9.75399818321923e-11,1.0618519529137e-09,-9.50243698798793e-11,-2.69792567801949e-10
"176","North","BK.CMB",-2.66338497553317e-08,4.78063295079509e-11,1.44223753720491e-10,-8.7969108443022e-11,1.19291041332935e-09,-1.48018451331444e-10,-3.24896485230745e-10
"177","North","BK.CMB",-1.47326791001177e-08,2.46715423081427e-10,4.75260708153562e-11,-7.6884123962781e-11,1.30103050565627e-09,-1.96842042822673e-10,-3.680122583586e-10
"178","North","BK.CMB",-1.4068711479174e-09,4.47200236104543e-10,-4.87270807026071e-11,-6.55553661405322e-11,1.38346167244175e-09,-2.38780120779051e-10,-3.96375065142956e-10
"179","North","BK.CMB",1.40072792389061e-08,6.40504942826267e-10,-1.39759353368836e-10,-5.52759383098056e-11,1.43819540330076e-09,-2.71606214062004e-10,-4.08242771894744e-10
"180","North","BK.CMB",3.19687789913908e-08,8.18132089072239e-10,-2.21308392266772e-10,-4.73095618029541e-11,1.46411207155079e-09,-2.9402667111454e-10,-4.03307565879753e-10
"1","East","BK.CMB",2.39068100627977e-08,2.07095720669084e-12,-1.38885198919459e-12,-1.39166034886653e-12,-7.90679573727779e-14,3.76231609136067e-12,-2.47125803247632e-12
"2","East","BK.CMB",2.65434673709056e-08,1.30918600616018e-11,-8.76389284765642e-12,-8.82945484609686e-12,-4.99254073350626e-13,2.38318494117107e-11,-1.56320337674795e-11
"3","East","BK.CMB",2.8695255876675e-08,4.08883078831846e-11,-2.73299859447676e-11,-2.76861892072811e-11,-1.57767271230939e-12,7.45977231459427e-11,-4.88742057591866e-11
"4","East","BK.CMB",2.95075051071244e-08,8.70780836475149e-11,-5.81310851850873e-11,-5.92033511889773e-11,-3.43391289521989e-12,1.59229707243509e-10,-1.04222408032124e-10
"5","East","BK.CMB",2.91413229597227e-08,1.45594332667983e-10,-9.70988984994498e-11,-9.93819719706878e-11,-5.9211063992648e-12,2.66824145979279e-10,-1.74516159538171e-10
"6","East","BK.CMB",2.72366460832227e-08,2.05218006260745e-10,-1.36766121554889e-10,-1.40618561812968e-10,-8.7017738757409e-12,3.76922543294557e-10,-2.4640139919896e-10
"7","East","BK.CMB",2.43747675045706e-08,2.52411895460548e-10,-1.68158116666445e-10,-1.73614362443036e-10,-1.13329813558521e-11,4.64661778660062e-10,-3.03691190700402e-10
"8","East","BK.CMB",2.04394559068365e-08,2.74100334577141e-10,-1.82621055788704e-10,-1.89297390715671e-10,-1.33301380670004e-11,5.05869975372188e-10,-3.30651980822264e-10
"9","East","BK.CMB",1.60228640084253e-08,2.60043156117422e-10,-1.73363867307234e-10,-1.80509556513904e-10,-1.42145061433981e-11,4.81491582702781e-10,-3.14847240066074e-10
"10","East","BK.CMB",1.0977166032192e-08,2.04559490485486e-10,-1.36576268047306e-10,-1.43250493302725e-10,-1.35622167357216e-11,3.80851673549357e-10,-2.49250135699244e-10
"11","East","BK.CMB",5.57424800687489e-09,1.07479983885486e-10,-7.20723022610189e-11,-7.73493026311990e-11,-1.10804809979456e-11,2.03467026961298e-10,-1.33457843026526e-10
"12","East","BK.CMB",-5.66239722469508e-10,-2.56930209935448e-11,1.65626070331354e-11,1.34571247766724e-11,-6.69276827059055e-12,-4.06548453088676e-11,2.60533300160619e-11
"13","East","BK.CMB",-6.91448791272177e-09,-1.84369903181136e-10,1.2231224084009e-10,1.21966140154281e-10,-6.02050674556908e-13,-3.3210574216015e-10,2.16591713404888e-10
"14","East","BK.CMB",-1.30757724180166e-08,-3.54058084820407e-10,2.35505494147221e-10,2.38338915766001e-10,6.72199627970885e-12,-6.44288655916504e-10,4.20712044568199e-10
"15","East","BK.CMB",-1.82936183505291e-08,-5.17980236008083e-10,3.44902636406114e-10,3.51183404368914e-10,1.46054483335469e-11,-9.46420351068598e-10,6.1822391934011e-10
"16","East","BK.CMB",-2.2752648544799e-08,-6.58909797899466e-10,4.38975378087091e-10,4.48766370656686e-10,2.23082192859381e-11,-1.20691620469055e-09,7.88479256719594e-10
"17","East","BK.CMB",-2.65336526329716e-08,-7.6109081084252e-10,5.07183241282044e-10,5.20263855822025e-10,2.90876062011729e-11,-1.39684592093246e-09,9.12593671499467e-10
"18","East","BK.CMB",-2.99942784417063e-08,-8.11888512989849e-10,5.41151877765266e-10,5.56912737188902e-10,3.43692094816062e-11,-1.49294428823291e-09,9.75479004882779e-10
"19","East","BK.CMB",-3.28499534437492e-08,-8.03172693328349e-10,5.35535764261358e-10,5.53076655993004e-10,3.76982102953255e-11,-1.48001440422441e-09,9.67391584352356e-10
"20","East","BK.CMB",-3.331366487441e-08,-7.16060520255043e-10,4.98387883102425e-10,5.11340754147262e-10,6.49435451111969e-11,-1.32901496533912e-09,9.03395985678069e-10
"21","East","BK.CMB",-2.60025450662538e-08,-4.61985747187196e-10,4.82986204910817e-10,4.50478928333265e-10,2.63285837074175e-10,-9.26984739183336e-10,8.75896655621526e-10
"22","East","BK.CMB",-4.33761124240796e-09,1.69946519928176e-10,6.02276220529011e-10,3.56749370390862e-10,9.8098680235948e-10,-1.19852072670457e-10,1.00925079324042e-09
"23","East","BK.CMB",3.45490232155083e-08,1.43339347402038e-09,9.55756858082928e-10,4.89571938136178e-11,2.62900894943566e-09,9.77060041496898e-10,1.21207872157199e-09
"24","East","BK.CMB",8.63361715336886e-08,3.38232547031131e-09,1.48081128636777e-09,-7.93214225897171e-10,5.28442144907936e-09,1.81262042937488e-09,1.07754324158727e-09
"25","East","BK.CMB",1.33656228529417e-07,5.64905202444483e-09,1.86711196010901e-09,-2.24087812765386e-09,8.34291466734441e-09,1.80927141957637e-09,2.43103380399201e-10
"26","East","BK.CMB",1.47292989445461e-07,7.50256046123845e-09,1.67517694347068e-09,-3.82812190057346e-09,1.0638325729246e-08,8.71304804834532e-10,-1.22485009133007e-09
"27","East","BK.CMB",1.08305366087131e-07,8.19220034710678e-09,6.00251564026537e-10,-4.83370808344918e-09,1.10178332120341e-08,-6.08454780671072e-10,-2.88735666003403e-09
"28","East","BK.CMB",2.29994266240552e-08,7.2842977831724e-09,-1.34304716977341e-09,-4.75140973273244e-09,8.88198731111388e-09,-2.05786513297365e-09,-4.22618702345423e-09
"29","East","BK.CMB",-8.44231722705926e-08,4.77245773126856e-09,-3.8325361559995e-09,-3.45520381932298e-09,4.33784682841471e-09,-2.99683076321333e-09,-4.86987641610101e-09
"30","East","BK.CMB",-1.90399396823468e-07,9.89817828697503e-10,-6.37980331470859e-09,-1.14586853133631e-09,-1.97283388082815e-09,-3.20035680378879e-09,-4.70459745929105e-09
"31","East","BK.CMB",-2.79417943283589e-07,-3.56218212135289e-09,-8.49524617586586e-09,1.76437158280305e-09,-9.17202843445768e-09,-2.68959607146879e-09,-3.83449922634684e-09
"32","East","BK.CMB",-3.46711927687972e-07,-8.34970724284575e-09,-9.79405227860028e-09,4.81033762311792e-09,-1.63749233993977e-08,-1.56708696138887e-09,-2.42603635445782e-09
"33","East","BK.CMB",-3.82851695563177e-07,-1.28382369026524e-08,-9.99893769945897e-09,7.55456210085329e-09,-2.27246467723702e-08,7.84752487570162e-11,-6.16252431939782e-10
"34","East","BK.CMB",-3.76859324851349e-07,-1.65810545537329e-08,-8.78048993860575e-09,9.53338041233679e-09,-2.72826455206668e-08,1.98678407976813e-09,1.53271916295871e-09
"35","East","BK.CMB",-3.18146260994038e-07,-1.95365835305179e-08,-5.45294465937977e-09,1.02444588351459e-08,-2.89564405447849e-08,3.46291656499436e-09,4.11627183033694e-09
"36","East","BK.CMB",-1.98846857808071e-07,-2.24011159376803e-08,1.20082080884677e-09,9.3528679487768e-09,-2.66377615442178e-08,3.63065422097813e-09,7.06116151861571e-09
"37","East","BK.CMB",1.57035275731627e-09,-2.62072714430681e-08,1.23163450113257e-08,6.97010830807964e-09,-1.96946621750879e-08,2.23856258070325e-09,9.23421355641169e-09
"38","East","BK.CMB",3.04131375963653e-07,-3.03932025646109e-08,2.68159512422067e-08,3.70075946216629e-09,-8.91777737949643e-09,1.42487716315987e-10,8.39375897232548e-09
"39","East","BK.CMB",6.73788007492588e-07,-3.14677709325178e-08,3.99736203736943e-08,4.46019913825877e-10,3.08696774891422e-09,-1.2633403765415e-09,3.31626527769516e-09
"40","East","BK.CMB",9.96363568611748e-07,-2.5638110896038e-08,4.62156789351541e-08,-1.9255592399061e-09,1.3302147826539e-08,-8.06919468492666e-10,-4.01585610473467e-09
"41","East","BK.CMB",1.17449650079407e-06,-1.2331926976818e-08,4.30612827955069e-08,-3.11361673091245e-09,1.99753503346944e-08,2.70120261771541e-09,-9.43551390439299e-09
"42","East","BK.CMB",1.11870307507899e-06,6.26120353368355e-09,3.12053988671928e-08,-3.90414556801527e-09,2.2749796064322e-08,9.98958128215217e-09,-9.93266194950823e-09
"43","East","BK.CMB",7.17180957207346e-07,2.72653488842646e-08,1.26839442659284e-08,-5.58742196808128e-09,2.19863638420521e-08,1.91130578376978e-08,-6.03214933824887e-09
"44","East","BK.CMB",-2.55523119896466e-08,4.75889150850256e-08,-9.94219465540156e-09,-8.28715066218013e-09,1.81367560069386e-08,2.57415310048888e-08,-8.22894469617196e-10
"45","East","BK.CMB",-9.3956343981273e-07,6.41354385108591e-08,-3.37279272449581e-08,-1.07606717865762e-08,1.17472158187531e-08,2.70590182704423e-08,3.44659640477882e-09
"46","East","BK.CMB",-1.75037223504585e-06,7.45852052221292e-08,-5.54624485939336e-08,-1.20755763570789e-08,4.02235897112313e-09,2.32679919460496e-08,6.55093759109884e-09
"47","East","BK.CMB",-2.22496032615722e-06,7.76851061268303e-08,-7.21136799260702e-08,-1.22137817351123e-08,-3.34880237973768e-09,1.54394608520018e-08,8.57387659205613e-09
"48","East","BK.CMB",-2.30063784469329e-06,7.30334445469351e-08,-8.1403835486081e-08,-1.12936240219467e-08,-8.94358256458215e-09,4.43319909582077e-09,9.1698729445722e-09
"49","East","BK.CMB",-2.044481006715e-06,6.10251344232412e-08,-8.20547476748036e-08,-9.31195170377219e-09,-1.18421194840572e-08,-8.51158384484671e-09,8.20665506717911e-09
"50","East","BK.CMB",-1.52762472493195e-06,4.28581630329966e-08,-7.38060615166025e-08,-6.39991596081624e-09,-1.15436332514849e-08,-2.17112546564153e-08,5.9528891773676e-09
"51","East","BK.CMB",-7.85052980722954e-07,2.03612951656346e-08,-5.73888996133318e-08,-2.86510835775726e-09,-7.99186557505005e-09,-3.34862219800342e-08,2.83136146613481e-09
"52","East","BK.CMB",1.16950882382797e-07,-4.26204566436328e-09,-3.44158654079566e-08,9.14774866993608e-10,-1.59895762852079e-09,-4.24258702194212e-08,-7.08680089504665e-10
"53","East","BK.CMB",1.05507194900481e-06,-2.86853094605243e-08,-7.1683228525293e-09,4.56092485244068e-09,6.82484681566525e-09,-4.74925891534136e-08,-4.2251433651866e-09
"54","East","BK.CMB",1.89386394735866e-06,-5.06965640891432e-08,2.16757278570106e-08,7.7290808336636e-09,1.61922633467354e-08,-4.81040643697414e-08,-7.32024904454829e-09
"55","East","BK.CMB",2.51229628871733e-06,-6.84057289129917e-08,4.9334354389183e-08,1.01398450453296e-08,2.52813961946639e-08,-4.41811390817257e-08,-9.67261034312699e-09
"56","East","BK.CMB",2.86298913188227e-06,-8.04016282206992e-08,7.32082981130772e-08,1.16030005981145e-08,3.28900743126e-08,-3.61298592296893e-08,-1.10591951397491e-08
"57","East","BK.CMB",2.97870847251551e-06,-8.58521380145882e-08,9.1133069505109e-08,1.20310470356555e-08,3.79810500145033e-08,-2.47659962321156e-08,-1.13725351604977e-08
"58","East","BK.CMB",2.86864829953381e-06,-8.4544843634305e-08,1.0157074741872e-07,1.14414188023298e-08,3.97969674276189e-08,-1.12037188630861e-08,-1.06261093868508e-08
"59","East","BK.CMB",2.50705062239055e-06,-7.68680130142825e-08,1.03726942256334e-07,9.94777813657388e-09,3.79356859924966e-08,3.27363668130526e-09,-8.94173493574908e-09
"60","East","BK.CMB",1.91058535386623e-06,-6.37373694227248e-08,9.75881945549704e-08,7.74163493068136e-09,3.23831481879356e-08,1.73473727659458e-08,-6.52347886101063e-09
"61","East","BK.CMB",1.14706378066013e-06,-4.6479984997706e-08,8.3882324235162e-08,5.06778251397907e-09,2.3503579167693e-08,2.97913078924016e-08,-3.6280295821364e-09
"62","East","BK.CMB",3.09081369811993e-07,-2.66902538316119e-08,6.39716523284531e-08,2.19707463475776e-09,1.19908018345934e-08,3.95843667846805e-08,-5.37026908305625e-10
"63","East","BK.CMB",-5.20282144738373e-07,-6.07325924378244e-09,3.96946634182584e-08,-6.01022765385239e-10,-1.2111871650101e-09,4.59969191659976e-08,2.46954352113166e-09
"64","East","BK.CMB",-1.28195445246053e-06,1.37101098547761e-08,1.31746742203916e-08,-3.08356489778865e-09,-1.50077976210896e-08,4.86410084419857e-08,5.13959592577073e-09
"65","East","BK.CMB",-1.91540493887998e-06,3.11827798421386e-08,-1.33845451466264e-08,-5.05459091434658e-09,-2.82624257561529e-08,4.74820652541128e-08,7.27120466688669e-09
"66","East","BK.CMB",-2.36404330780969e-06,4.51642521578422e-08,-3.78964735590441e-08,-6.37970752812748e-09,-3.99031720878807e-08,4.28169170475462e-08,8.72687443934676e-09
